Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
5.5,Long,F,Yes,53,0,0,0,0,0,0,0
8.04,Long,F,Yes,38,1,0,1,0,1,0,0
3.69,Short,F,Yes,21,0,0,0,0,0,1,0
9.83,Medium,M,Yes,44,0,0,0,0,0,0,0
4.27,Long,F,Yes,26,0,0,0,0,0,1,0
6.48,Medium,M,No,46,0,0,0,0,1,0,1
6.95,Long,M,No,53,0,1,0,0,0,1,0
6.25,Medium,M,Yes,35,1,0,0,0,1,1,0
5.57,Medium,F,Yes,30,0,0,0,0,0,0,0
6.56,Medium,M,No,52,1,1,1,0,0,1,1
5.57,Short,M,No,22,0,0,0,0,1,0,0
5.25,Medium,M,No,46,0,1,0,0,0,1,0
3.84,Long,F,Yes,41,0,0,0,0,0,0,0
6.33,Long,M,Yes,22,0,0,0,0,0,0,0
4.19,Long,M,Yes,22,0,0,0,0,0,1,0
8.67,Long,F,No,56,0,0,0,0,1,0,0
5.46,Long,F,Yes,43,0,1,0,0,0,1,0
2.28,Medium,F,Yes,44,0,1,0,0,1,0,0
3.6,Medium,M,No,55,0,0,0,0,1,0,0
4.78,Short,M,Yes,49,1,1,0,0,1,1,0
2.34,Long,F,Yes,19,0,0,0,0,1,0,0
8.35,Medium,M,No,19,1,0,0,0,0,0,1
5.62,Medium,F,Yes,48,1,0,0,0,1,1,0
3.1,Long,M,Yes,43,0,0,0,0,0,0,0
2.8,Medium,F,Yes,45,1,0,0,0,0,0,0
6.26,Medium,M,No,23,0,0,0,0,0,0,0
9.27,Long,F,Yes,39,1,0,0,0,0,0,0
5.6,Long,M,Yes,24,0,1,0,0,0,1,0
8.19,Long,F,Yes,24,0,0,0,0,0,0,0
4.51,Medium,M,Yes,19,0,0,0,1,0,0,0
8.43,Long,M,No,25,0,0,0,0,0,0,1
5.98,Medium,F,No,25,1,0,0,0,0,0,0
4.62,Medium,F,No,28,1,0,0,0,0,0,0
10.1,Medium,M,Yes,24,0,0,0,0,0,0,0
4.21,Short,F,Yes,43,0,1,0,0,0,0,0
6.4,Medium,F,No,25,0,0,0,0,0,0,0
8.67,Medium,M,No,32,0,0,0,0,0,1,0
7.1,Long,F,Yes,37,0,1,0,0,0,1,0
7.89,Medium,F,Yes,53,0,0,0,1,0,0,0
8.11,Long,F,No,37,0,0,0,0,0,1,0
7.61,Medium,F,No,37,1,0,0,0,0,1,1
8.95,Medium,M,Yes,29,0,0,0,0,1,0,0
6.4,Short,F,No,32,0,0,0,0,1,0,0
6.37,Short,F,Yes,51,0,0,0,0,0,1,0
7.35,Long,M,No,23,0,1,0,0,0,1,0
9.3,Short,M,No,34,0,0,0,0,1,0,0
4.21,Medium,M,Yes,31,1,1,0,0,0,0,0
6.89,Medium,F,No,37,1,0,0,1,0,0,0
7.43,Long,F,No,56,0,0,0,0,0,1,0
6.1,Medium,M,No,52,0,0,0,0,0,0,0
6.22,Medium,F,Yes,38,1,1,0,0,1,1,0
4.52,Medium,F,Yes,24,1,0,0,0,1,0,0
2.33,Medium,F,No,55,0,0,0,0,0,0,0
8.17,Short,F,Yes,35,1,1,1,1,1,1,1
7.68,Long,M,No,41,0,0,0,0,0,0,0
2.59,Medium,F,No,37,0,0,0,0,1,0,0
7.15,Long,F,No,50,0,0,0,0,0,0,0
5.8,Long,F,Yes,54,0,0,0,0,1,0,0
8.65,Medium,F,No,17,1,0,0,0,0,0,0
6.11,Long,M,No,36,1,1,1,0,0,0,1
4.19,Short,M,No,41,0,0,0,0,1,0,0
8.51,Long,M,No,37,0,0,0,0,0,1,0
3.73,Long,M,Yes,50,0,0,0,0,0,1,0
8.11,Medium,M,No,21,1,0,0,0,0,1,0
3.5,Medium,M,No,46,1,0,0,0,0,0,0
9.07,Medium,M,No,35,1,0,1,1,0,1,0
6.79,Medium,M,No,37,0,0,0,0,0,0,0
4.39,Medium,F,Yes,37,0,0,0,0,1,0,0
3.35,Long,M,No,31,1,1,1,0,0,1,0
7.24,Short,F,Yes,26,1,1,1,0,0,1,0
5.8,Medium,F,No,27,1,1,0,0,0,1,0
7.63,Long,F,No,41,0,0,0,0,1,0,0
7.41,Long,M,No,40,0,0,0,0,0,0,0
8.25,Short,F,Yes,27,0,1,1,0,0,1,0
8.04,Medium,F,No,26,0,0,0,0,0,0,0
2.25,Medium,F,No,52,0,0,0,0,1,0,1
2.23,Long,F,Yes,26,1,1,1,0,1,0,0
7.36,Long,F,Yes,30,0,0,0,0,0,0,0
7.12,Short,F,No,55,0,0,0,0,0,0,0
5.51,Long,M,Yes,23,1,1,0,0,0,1,0
4.68,Short,F,No,45,0,0,0,0,0,0,0
2.29,Medium,F,No,23,1,1,0,0,0,0,0
10.04,Long,M,Yes,19,1,1,1,0,0,0,0
7.63,Medium,F,No,51,0,0,0,0,1,0,0
2.38,Short,F,No,20,0,0,0,0,0,0,0
7.04,Medium,F,No,53,0,0,0,0,0,0,0
7.66,Short,F,Yes,43,0,0,0,0,0,0,0
3.74,Medium,M,No,32,0,0,0,1,0,0,0
7.18,Medium,F,Yes,26,0,0,0,0,0,1,0
7.73,Long,F,Yes,21,1,1,1,0,1,1,0
8.85,Long,F,No,32,1,0,0,0,0,1,0
7.14,Short,M,No,35,0,0,0,1,0,0,0
7.32,Short,F,No,22,0,0,0,0,0,0,0
6.3,Short,M,No,35,1,0,1,0,1,1,0
7.29,Long,M,Yes,51,1,0,0,0,0,1,0
2.67,Long,M,No,51,1,1,0,0,0,1,0
6.91,Long,F,Yes,43,0,0,0,0,0,0,0
9.15,Long,F,Yes,47,1,1,1,0,1,1,0
3.02,Medium,M,No,52,0,0,0,0,1,0,0
3.19,Long,M,No,41,1,1,1,0,1,1,1
2.69,Medium,F,Yes,53,1,1,0,0,0,1,0
9.4,Long,F,Yes,46,0,0,0,0,1,1,0
9.63,Short,M,No,35,0,1,1,0,0,1,0
6.27,Long,M,No,31,0,0,0,0,1,0,1
7.79,Medium,F,Yes,35,0,0,0,0,1,0,0
3.2,Short,F,No,35,1,0,0,0,0,1,0
4.79,Medium,M,No,29,0,0,0,0,0,1,0
6.58,Medium,M,No,55,1,0,0,0,0,0,0
9.23,Long,F,No,33,0,0,0,0,1,0,0
4.64,Short,M,Yes,49,0,1,1,0,0,1,0
3.04,Medium,M,No,33,1,0,0,0,0,0,1
4.33,Medium,M,Yes,35,1,0,0,0,0,0,0
8.66,Medium,F,Yes,47,1,1,0,0,0,1,1
7.16,Medium,F,Yes,29,1,0,0,0,1,1,0
3.43,Short,F,No,53,0,1,0,0,0,1,0
5.41,Medium,M,Yes,32,0,1,1,0,0,1,0
4.01,Long,F,Yes,47,0,0,0,1,1,0,0
2.19,Short,F,Yes,24,0,0,0,0,1,0,1
6.86,Medium,F,No,45,0,0,0,0,0,0,0
6.65,Short,M,No,22,1,1,0,0,1,1,0
3.2,Long,F,Yes,21,0,0,0,0,1,1,0
9.39,Long,F,Yes,35,1,0,1,0,0,0,0
6.03,Long,F,No,46,0,0,0,0,0,0,0
2.86,Medium,M,Yes,28,0,0,0,0,0,0,0
8.79,Medium,M,No,34,0,0,0,0,0,0,1
6.7,Medium,M,No,22,1,0,0,0,0,0,0
7.58,Long,M,Yes,53,0,0,0,0,0,0,0
10.02,Long,M,Yes,22,0,1,1,0,0,1,1
7.57,Short,M,Yes,42,1,0,0,0,0,0,0
4.16,Long,M,Yes,45,1,1,0,0,1,1,0
9.87,Long,M,Yes,28,0,0,0,0,0,0,0
6.94,Medium,M,Yes,26,1,1,1,1,1,1,1
6.37,Long,F,Yes,30,0,0,0,0,0,0,0
5.55,Short,F,No,42,0,0,0,0,1,0,0
4.31,Medium,M,Yes,47,1,1,0,0,0,1,0
8.83,Long,M,Yes,30,0,1,0,0,1,0,0
6.97,Long,F,No,50,0,0,0,0,1,0,0
6.71,Long,F,Yes,49,0,0,0,1,0,0,1
5.48,Medium,M,Yes,18,0,0,0,0,0,0,0
9.01,Long,F,Yes,42,0,0,0,0,0,0,0
4.55,Medium,M,Yes,49,0,0,0,0,0,1,0
5.73,Medium,F,No,34,0,0,0,0,0,0,1
3.1,Medium,F,Yes,25,1,1,1,0,1,1,0
2.36,Medium,M,No,31,0,1,0,0,0,0,0
6.63,Long,M,No,47,1,1,1,0,1,0,0
2.11,Long,F,No,32,1,1,0,0,0,1,0
7.19,Short,F,Yes,27,1,0,0,0,0,0,0
6.66,Long,F,No,21,1,1,0,1,1,1,1
7.1,Long,F,Yes,49,1,0,0,0,0,0,0
4.17,Medium,F,No,45,1,0,0,0,1,1,0
3.23,Long,M,Yes,29,0,0,0,0,0,0,0
8.23,Long,F,Yes,48,0,0,0,0,0,1,0
2.57,Long,F,No,21,1,1,1,0,1,0,0
6.57,Medium,F,No,32,0,1,0,0,0,0,0
3,Medium,F,Yes,23,0,0,0,0,1,0,0
2.54,Long,F,No,30,0,0,0,1,1,0,1
7.58,Long,F,No,20,0,0,0,0,1,0,0
3.36,Short,M,No,21,1,1,0,0,0,1,0
2.92,Medium,M,Yes,43,0,0,0,0,0,1,0
5.05,Medium,F,Yes,32,0,0,0,0,0,0,0
2.95,Short,F,No,45,1,0,0,1,0,0,1
3.39,Long,F,No,44,1,1,0,0,1,0,0
9.15,Medium,M,No,51,0,0,0,0,0,0,0
5.95,Medium,F,Yes,52,1,1,1,0,0,1,0
7.89,Short,M,Yes,35,1,1,1,0,0,1,0
3.24,Long,M,No,42,0,0,0,0,1,0,1
4.34,Short,M,Yes,33,1,1,0,0,0,1,0
8.84,Medium,F,No,32,1,0,0,0,1,0,1
3.21,Long,M,Yes,51,0,0,0,0,0,0,1
3.32,Long,F,Yes,42,1,1,1,1,1,0,1
4.48,Long,M,Yes,43,0,0,0,0,0,0,1
6.82,Medium,F,Yes,25,0,1,0,0,1,0,0
3.84,Medium,F,No,28,0,0,0,1,1,0,1
9.33,Medium,M,No,46,0,1,0,0,0,1,0
6.21,Medium,F,Yes,24,0,0,0,0,0,0,0
4.75,Medium,F,Yes,52,1,1,0,0,1,0,0
3.19,Short,F,No,57,0,0,0,0,0,1,0
3.29,Medium,F,No,27,1,0,0,0,0,0,0
5.65,Long,F,No,32,1,0,0,0,1,0,0
9.47,Short,M,Yes,24,0,0,0,0,0,1,0
5.57,Long,F,Yes,23,0,0,0,1,1,0,0
6.36,Short,F,Yes,23,1,1,1,1,1,1,0
8.3,Medium,F,No,54,0,0,0,0,0,0,0
2.72,Medium,M,Yes,52,0,0,0,0,0,0,0
4.45,Long,F,No,52,0,0,0,0,0,0,0
8.29,Long,M,Yes,47,0,0,0,0,1,0,0
9.36,Long,M,No,42,0,0,0,0,0,0,0
2.8,Medium,F,Yes,54,1,0,0,0,0,1,0
6.57,Long,M,No,19,1,0,0,0,0,1,0
3.57,Long,F,No,17,0,0,0,0,0,0,1
4.52,Medium,F,No,44,0,1,1,0,1,1,0
2.61,Short,M,Yes,24,0,0,0,0,1,0,0
2.32,Medium,F,No,17,0,0,0,0,0,1,0
7.69,Medium,F,Yes,43,0,0,0,0,0,0,0
7.91,Long,M,No,53,1,1,1,0,0,0,0
6.75,Medium,F,Yes,43,1,0,0,0,1,0,0
5.56,Long,F,No,21,1,1,0,0,1,0,0
3.71,Medium,M,No,31,0,1,1,0,0,1,0
4.8,Medium,F,Yes,38,0,0,1,0,0,0,0
2.25,Long,M,Yes,38,1,1,1,0,0,1,0
6.14,Medium,M,Yes,37,1,0,0,0,1,0,0
4.58,Short,M,Yes,25,1,0,0,0,0,0,0
7.36,Long,M,Yes,19,0,0,0,0,0,0,0
9.86,Medium,M,No,28,0,1,1,0,1,1,1
5.98,Short,F,No,39,0,0,0,0,0,0,0
7.53,Long,M,Yes,26,1,1,1,0,0,1,0
6.16,Long,F,No,52,0,1,1,1,1,1,1
2.22,Short,M,Yes,51,0,0,0,0,1,0,1
10.02,Long,F,No,23,1,1,1,0,0,1,0
9.04,Long,F,No,47,0,0,0,0,0,0,0
2.59,Long,F,No,34,1,0,0,0,0,1,0
8.87,Short,F,No,32,0,0,0,0,0,1,0
2.17,Medium,M,Yes,52,0,0,0,0,1,0,1
2.45,Long,F,Yes,37,0,0,0,0,0,0,0
3.66,Medium,M,Yes,45,0,0,0,0,1,0,0
4.66,Medium,M,No,46,0,0,0,0,1,0,0
4.58,Long,M,Yes,21,1,1,0,0,0,1,0
5.98,Medium,M,Yes,49,1,1,1,0,0,1,0
2.55,Medium,M,Yes,50,0,1,1,0,0,1,0
7,Long,M,Yes,31,1,0,0,0,1,0,0
3.57,Long,F,No,49,0,0,0,0,0,0,0
3.79,Long,M,Yes,31,0,0,0,0,1,0,0
8.37,Long,F,No,22,1,0,1,0,1,1,0
6.34,Long,M,No,34,1,0,0,0,1,0,0
8.89,Medium,F,Yes,32,0,0,0,0,1,0,0
7.12,Long,F,No,22,1,1,0,0,0,1,0
4.81,Short,M,No,27,0,0,0,0,0,0,0
7.73,Short,F,No,47,1,1,1,0,0,1,0
6.09,Short,M,Yes,40,1,0,0,0,1,0,0
4.44,Medium,M,No,47,0,0,0,0,1,1,0
9.91,Short,F,No,27,0,0,0,0,0,0,0
8.07,Long,M,Yes,25,1,0,0,0,1,0,0
9.64,Long,M,No,54,0,0,1,0,0,1,0
8.44,Long,M,Yes,54,1,0,1,0,1,0,1
3.93,Long,F,No,34,0,0,0,0,0,0,0
5.43,Short,F,No,26,1,0,0,0,1,0,0
7.26,Medium,F,No,21,0,0,0,0,0,0,0
9.39,Medium,M,No,48,0,1,1,1,1,1,0
4.19,Long,F,Yes,45,1,1,1,0,1,0,0
3.38,Medium,M,No,47,1,0,0,0,0,0,0
2.11,Long,M,No,24,0,0,0,0,0,0,0
2.16,Short,F,No,44,1,1,1,0,1,0,0
3.46,Long,F,Yes,37,1,0,0,0,1,0,0
4.38,Long,F,No,53,1,0,0,0,0,0,0
6.71,Short,M,No,53,1,1,1,0,0,1,0
2.85,Medium,F,Yes,34,1,1,1,0,0,1,0
8.09,Long,F,Yes,41,0,0,0,1,0,1,1
4.22,Long,M,No,23,1,1,0,0,0,1,0
10.15,Medium,F,No,25,1,1,1,0,1,1,1
2.63,Long,F,Yes,51,0,0,0,0,1,0,0
7.16,Long,M,No,39,1,1,0,0,0,1,0
6.27,Long,M,Yes,52,0,0,0,0,1,0,0
3.47,Short,F,Yes,52,1,0,0,0,0,1,0
5.83,Short,M,Yes,20,0,0,1,0,1,0,0
2.35,Long,M,No,18,1,1,1,0,0,1,0
2.57,Short,M,No,34,0,1,0,0,0,1,0
3.13,Medium,F,No,48,0,0,0,1,1,0,0
7.46,Medium,F,Yes,30,0,0,0,0,0,1,0
5.93,Long,M,Yes,38,1,0,0,0,0,0,0
9,Short,F,Yes,28,0,0,0,0,0,0,0
2.86,Short,M,No,46,1,0,0,0,0,1,0
4.04,Long,M,Yes,46,0,0,0,0,0,0,0
5.13,Long,F,Yes,25,0,0,0,0,0,0,0
7.52,Short,F,No,24,0,0,0,0,0,1,0
9.35,Medium,M,No,36,1,0,1,0,0,1,0
2.85,Medium,M,No,50,1,0,0,1,0,0,0
2.52,Medium,M,No,25,0,0,0,0,0,0,0
7.07,Long,F,No,41,1,0,0,0,1,1,0
3.8,Medium,F,Yes,23,0,0,0,0,1,0,1
3.29,Medium,F,No,52,1,1,1,0,0,1,0
9.1,Long,F,Yes,36,1,1,1,0,0,1,1
3.19,Medium,F,No,31,0,0,0,0,0,0,0
5.02,Long,M,No,54,0,1,0,0,0,1,0
3.74,Short,M,Yes,22,0,0,0,0,0,1,1
8.05,Long,F,Yes,48,0,0,0,0,0,1,0
9.67,Medium,F,No,42,1,0,0,0,1,0,1
4.26,Long,F,Yes,22,1,0,0,0,0,0,0
4.31,Long,M,Yes,51,0,0,1,1,0,1,0
2.29,Medium,M,Yes,33,0,0,0,0,0,0,0
2.6,Long,M,No,51,0,0,0,0,0,1,0
2.43,Short,M,No,43,0,0,0,0,0,0,0
2.34,Long,M,Yes,30,1,1,1,0,0,1,1
8.8,Long,M,No,52,1,0,0,0,0,1,0
3.43,Medium,F,Yes,43,0,0,0,1,0,0,0
8.57,Long,M,Yes,27,1,0,0,1,1,0,0
8.74,Medium,F,Yes,40,1,0,0,0,0,0,0
6.05,Medium,F,Yes,23,1,0,0,0,0,1,0
5.22,Long,M,Yes,27,0,0,0,0,0,0,0
3.85,Short,F,No,34,0,1,0,1,0,1,0
6.74,Long,F,Yes,44,0,0,0,0,0,0,1
9.35,Long,M,No,34,1,0,1,1,0,0,1
3.29,Long,M,Yes,51,0,0,0,0,0,0,0
3.37,Medium,F,Yes,26,0,0,0,0,0,0,0
7.35,Long,M,No,24,0,0,0,0,0,1,0
2.45,Long,F,No,33,0,0,0,0,0,0,0
4.72,Medium,F,No,42,1,0,1,0,1,1,0
3.76,Short,F,No,46,1,1,0,0,0,0,0
8.6,Medium,M,Yes,35,1,1,1,0,0,1,1
7.72,Short,M,No,26,1,0,0,0,0,0,0
5.91,Medium,M,No,48,0,0,0,0,0,1,0
4.99,Medium,F,No,27,0,1,0,0,0,0,1
4.55,Long,M,No,30,0,0,0,0,0,1,0
7.97,Long,M,No,17,1,0,0,0,0,0,0
6.24,Long,F,Yes,51,1,0,0,0,0,1,1
5.5,Long,M,No,53,1,1,1,0,1,1,0
5.23,Long,F,No,24,0,0,1,0,0,0,0
8.4,Long,M,No,54,1,0,0,0,0,0,0
2.46,Long,M,Yes,21,0,0,0,0,1,0,0
5.16,Medium,M,Yes,45,1,0,0,0,0,0,0
5.03,Long,F,No,19,0,0,0,0,1,0,0
8.76,Short,F,Yes,29,0,1,0,0,0,1,0
9.53,Long,M,No,53,0,0,0,0,0,1,0
4.32,Medium,F,No,34,1,1,1,0,0,1,1
4.24,Short,M,No,49,1,1,1,0,0,1,0
2.64,Long,F,Yes,33,0,0,0,0,0,0,0
4.87,Short,F,No,41,1,0,0,0,0,0,0
3.86,Medium,M,No,23,0,1,0,1,1,1,0
9.38,Long,M,No,32,0,1,0,0,0,0,1
6.14,Medium,M,No,24,0,1,1,0,1,1,0
3.72,Medium,M,Yes,34,1,0,0,0,1,0,0
4.63,Short,M,Yes,49,0,0,0,0,0,1,0
4.42,Long,F,No,25,1,1,1,0,0,1,0
9.49,Long,M,No,26,0,0,0,0,0,0,0
5.01,Long,M,Yes,47,0,0,0,0,0,0,0
6.82,Short,F,No,44,1,0,0,0,0,0,1
6.82,Medium,M,Yes,29,1,1,1,1,1,1,1
5.98,Medium,M,No,38,0,0,0,0,0,1,0
2.4,Medium,M,No,20,0,0,0,0,0,0,0
6.08,Long,M,Yes,29,0,0,0,0,0,0,0
7.54,Long,F,No,41,1,0,0,0,0,0,0
9.7,Long,M,Yes,28,0,0,0,0,1,0,0
4.19,Short,M,No,27,1,1,0,0,1,1,0
9.65,Long,F,Yes,22,0,0,0,0,1,0,0
9.92,Short,F,No,28,0,0,0,0,0,0,0
10.04,Long,M,Yes,27,0,0,0,1,0,0,1
7.1,Long,M,No,46,0,1,1,0,0,1,0
3.32,Medium,F,No,25,0,0,0,0,0,1,0
8.78,Long,M,Yes,30,0,0,0,0,1,0,0
3.7,Short,M,Yes,38,0,0,0,0,0,0,1
2.73,Short,F,No,44,1,0,0,0,0,1,0
4.56,Long,F,No,52,0,0,0,0,1,1,0
3.48,Short,M,No,28,1,0,0,0,0,0,0
5.94,Long,F,No,40,1,1,0,0,0,1,0
5.07,Long,M,Yes,29,0,0,0,0,1,1,0
2.36,Medium,F,No,22,1,0,0,0,0,0,0
8.32,Medium,M,Yes,27,0,1,0,0,0,0,0
3.89,Medium,M,Yes,36,0,0,0,0,0,1,0
3.14,Short,F,Yes,26,0,0,0,0,0,0,0
8.22,Long,F,Yes,23,1,0,0,0,0,0,0
5.79,Medium,F,No,37,1,0,0,0,1,1,0
8.55,Short,M,Yes,41,0,1,1,0,1,1,0
8.81,Long,F,No,22,0,0,0,0,1,0,0
8.99,Medium,F,Yes,30,0,0,1,0,0,0,0
5.61,Long,F,No,32,1,0,0,1,0,1,0
9.82,Short,M,No,44,0,0,0,0,0,0,0
7.57,Long,M,Yes,29,0,0,0,0,1,0,0
9.34,Long,F,No,37,1,0,0,0,1,1,0
8.52,Long,M,Yes,18,1,0,0,0,0,0,0
4.23,Medium,M,Yes,24,1,1,0,0,1,1,1
5.2,Long,F,No,54,0,1,0,0,0,1,0
2.68,Medium,F,Yes,34,1,1,0,0,1,1,0
9.13,Medium,F,Yes,23,0,0,0,1,0,1,1
8.63,Long,F,Yes,41,1,1,1,0,0,1,0
6.05,Long,M,Yes,51,0,0,0,0,1,0,0
2.67,Short,M,Yes,22,0,0,0,0,0,0,0
7.62,Long,F,Yes,42,1,1,1,0,0,1,0
3.01,Long,M,Yes,56,1,0,0,0,0,0,0
6.55,Long,M,Yes,36,0,0,0,0,0,0,0
6.38,Long,F,Yes,52,0,0,0,0,0,1,1
4.48,Short,F,Yes,24,0,0,0,0,0,1,0
8.36,Medium,F,Yes,33,1,0,0,1,0,0,1
3.57,Medium,M,Yes,36,0,0,0,0,1,0,1
7.74,Long,F,Yes,33,0,0,0,0,1,0,0
2.8,Long,M,No,34,1,1,1,1,0,0,1
3.16,Long,F,No,21,0,1,1,0,0,1,1
8.72,Medium,M,No,32,1,0,0,0,1,0,1
4.28,Medium,M,No,36,0,0,0,0,1,0,0
5.4,Long,M,Yes,36,1,1,0,0,0,0,0
3.74,Long,F,Yes,35,0,0,0,0,0,0,0
3.63,Long,M,Yes,43,1,1,0,0,0,1,0
9.42,Medium,M,No,45,1,0,0,0,1,0,0
4.19,Long,F,Yes,32,1,0,0,0,0,0,0
4.65,Long,F,Yes,29,1,1,0,0,0,1,0
7.39,Short,M,No,41,0,0,1,0,0,0,1
7.18,Long,F,Yes,46,0,1,0,0,0,1,0
4.62,Short,M,No,32,0,1,0,1,0,1,1
8.89,Medium,M,No,43,0,1,0,0,0,1,0
6.95,Long,M,No,46,0,0,0,0,0,0,0
5.22,Medium,M,No,27,0,0,0,0,1,1,0
3.53,Short,F,No,19,0,0,0,0,0,0,0
9.48,Long,F,Yes,49,0,0,0,0,0,0,0
3.05,Medium,M,Yes,38,0,0,0,0,0,0,0
5.79,Long,M,Yes,23,0,0,0,0,0,0,0
5.68,Long,F,No,49,1,1,0,0,0,1,0
7.46,Medium,F,No,28,0,0,0,0,0,0,0
5.23,Medium,F,Yes,33,0,0,0,0,0,0,0
7.24,Medium,F,Yes,31,1,1,0,0,0,1,0
5.58,Long,F,No,45,0,0,0,1,1,0,1
8.23,Medium,M,Yes,36,1,1,1,0,0,1,0
6.13,Short,F,No,45,0,1,0,0,1,0,1
9.35,Medium,M,Yes,53,0,0,0,0,1,1,1
4.14,Short,F,Yes,32,0,0,1,0,0,0,0
4.75,Medium,M,No,18,1,1,0,0,1,1,1
9.43,Medium,F,No,46,0,0,1,0,0,1,1
4.5,Long,M,No,23,0,0,0,0,0,0,0
7.8,Medium,M,Yes,31,0,1,0,0,0,0,0
8.65,Medium,M,Yes,22,0,0,0,0,0,0,0
9.82,Medium,F,No,50,1,1,1,0,0,1,0
5.03,Long,M,Yes,29,0,0,0,0,1,0,0
4.77,Long,F,Yes,50,1,1,1,0,0,1,0
8.82,Long,F,Yes,34,0,0,0,0,1,0,0
5.52,Short,F,Yes,28,0,0,0,0,1,0,0
7.18,Long,M,No,47,1,0,1,1,1,0,1
9.25,Long,F,No,22,0,0,0,0,0,0,1
3.08,Long,M,Yes,29,1,1,0,0,0,1,0
5.65,Long,M,Yes,43,0,0,0,1,0,0,0
3.6,Medium,M,No,39,0,0,0,0,0,1,0
5.82,Medium,M,Yes,52,1,1,0,0,0,1,0
8.31,Long,M,Yes,43,0,0,0,0,0,0,0
5.02,Short,M,Yes,25,1,0,0,0,1,0,0
8.85,Medium,M,Yes,27,1,1,0,0,0,1,0
4.46,Long,M,Yes,26,1,0,0,0,0,1,0
5.89,Short,F,Yes,33,1,1,1,0,0,1,0
9.54,Long,M,Yes,44,0,0,0,0,0,0,0
6.53,Long,M,No,56,1,0,1,0,1,1,0
4.75,Long,M,Yes,32,0,0,0,0,0,0,0
7.25,Medium,F,No,37,1,0,0,0,1,0,0
4.91,Medium,F,No,21,0,0,0,0,1,0,1
3.91,Medium,F,No,48,1,0,0,0,0,0,0
6.61,Medium,F,No,42,1,1,1,1,1,1,1
5.13,Medium,M,Yes,46,0,0,0,0,0,0,0
2.69,Medium,F,No,40,0,0,0,0,0,0,0
3.77,Short,F,Yes,49,1,1,1,0,0,1,1
4.42,Long,M,No,34,0,0,0,0,0,0,0
3.86,Long,F,Yes,36,0,0,0,0,1,0,1
5.58,Long,F,No,54,1,0,0,0,0,0,0
8.96,Long,F,Yes,27,0,0,0,0,0,0,0
8.73,Medium,M,No,22,0,0,0,0,0,1,0
3.54,Short,F,No,34,0,1,0,0,1,0,0
4.18,Long,M,Yes,21,0,0,0,0,0,0,0
6.05,Long,F,No,49,0,0,0,0,0,0,0
2.37,Short,M,Yes,41,1,1,1,0,0,1,0
5.43,Long,F,Yes,26,0,0,0,0,0,0,0
9.98,Medium,M,Yes,50,0,0,0,0,1,0,1
10.03,Medium,F,No,34,0,0,0,0,0,1,0
5.37,Long,F,No,40,0,0,0,0,0,0,0
7.73,Long,F,No,32,1,1,0,0,1,1,0
9.66,Medium,M,No,39,1,1,1,0,1,0,0
8.01,Long,M,No,37,1,0,0,0,0,1,0
9.13,Long,F,No,50,0,0,0,0,1,1,0
9.48,Medium,F,Yes,25,1,0,0,0,0,0,0
8.42,Long,M,No,52,1,0,0,0,1,1,0
7.35,Long,F,Yes,51,0,0,0,0,0,1,1
6.65,Long,M,Yes,41,1,0,0,0,0,1,0
9.78,Short,M,Yes,48,1,1,1,0,0,1,0
8.01,Long,F,No,32,0,0,0,0,1,0,0
5.39,Short,F,No,51,1,1,1,0,1,1,0
7.88,Long,F,Yes,49,0,0,0,0,0,0,0
7.9,Short,F,No,30,0,0,0,0,0,0,0
2.64,Long,M,Yes,51,1,1,1,1,1,1,0
7.39,Long,F,No,50,1,1,0,0,0,1,0
8.15,Medium,M,Yes,40,1,0,1,0,0,1,0
4.91,Medium,F,Yes,22,0,0,1,0,0,0,0
4.29,Short,M,Yes,23,0,0,0,0,0,0,0
5.23,Medium,M,No,27,1,1,0,1,0,1,0
5.03,Long,F,Yes,24,1,0,0,0,0,0,0
5.35,Long,F,Yes,52,0,0,0,0,1,0,0
6.88,Medium,M,Yes,19,0,0,1,0,1,1,0
9.2,Short,F,No,53,1,1,0,0,0,1,0
6.01,Short,M,Yes,20,0,0,0,1,0,0,0
8.4,Short,M,No,25,0,0,0,0,1,0,0
8.05,Medium,M,Yes,43,1,1,0,0,0,0,0
2.22,Medium,M,Yes,43,1,1,0,0,1,1,0
8.83,Long,F,No,36,0,0,1,0,1,1,1
9.3,Short,F,No,26,1,0,0,0,0,1,0
3.8,Medium,M,Yes,47,0,0,0,0,1,1,0
7.27,Medium,M,No,38,0,0,0,0,0,1,0
9.04,Long,M,No,34,1,1,0,0,0,1,0
4.24,Long,M,Yes,23,0,0,0,0,0,0,1
8,Short,F,Yes,39,0,0,0,0,0,0,0
3.64,Long,M,No,50,0,0,0,1,1,0,0
5.04,Short,F,No,50,0,0,0,0,0,0,0
3.87,Short,M,No,46,0,0,0,0,0,0,0
4.98,Medium,F,No,41,0,0,0,0,0,1,0
8.82,Long,F,No,24,0,0,0,1,0,0,1
2.67,Long,F,Yes,32,0,0,0,0,0,0,0
5.34,Long,M,No,28,0,1,1,0,1,1,1
7.86,Long,F,Yes,35,1,1,0,0,0,1,0
2.32,Short,F,Yes,30,0,0,0,0,0,1,0
5.57,Short,F,Yes,49,0,0,0,0,0,0,0
3.33,Long,M,No,52,1,0,0,0,0,0,0
